period,respondent,respondent-name,type,type-name,value,value-units
2024-12-23T22,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,4964,megawatthours
2024-12-23T22,PSCO,Public Service Company of Colorado,NG,Net generation,4865,megawatthours
2024-12-23T22,PSEI,"Puget Sound Energy, Inc.",D,Demand,3253,megawatthours
2024-12-23T22,PSEI,"Puget Sound Energy, Inc.",DF,Day-ahead demand forecast,2554,megawatthours
2024-12-23T22,PSEI,"Puget Sound Energy, Inc.",NG,Net generation,1196,megawatthours
2024-12-23T22,SC,South Carolina Public Service Authority,D,Demand,3392,megawatthours
2024-12-23T22,SC,South Carolina Public Service Authority,DF,Day-ahead demand forecast,3434,megawatthours
2024-12-23T22,SC,South Carolina Public Service Authority,NG,Net generation,2292,megawatthours
2024-12-23T22,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,2961,megawatthours
2024-12-23T22,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,2961,megawatthours
2024-12-23T22,SCEG,"Dominion Energy South Carolina, Inc.",NG,Net generation,2870,megawatthours
2024-12-23T22,SCL,Seattle City Light,D,Demand,1199,megawatthours
2024-12-23T22,SCL,Seattle City Light,DF,Day-ahead demand forecast,1325,megawatthours
2024-12-23T22,SCL,Seattle City Light,NG,Net generation,433,megawatthours
2024-12-23T22,SE,Southeast,D,Demand,26506,megawatthours
2024-12-23T22,SE,Southeast,DF,Day-ahead demand forecast,27545,megawatthours
2024-12-23T22,SE,Southeast,NG,Net generation,26277,megawatthours
2024-12-23T22,SE,Southeast,TI,Total interchange,39,megawatthours
2024-12-23T22,SEC,Seminole Electric Cooperative,D,Demand,226,megawatthours
2024-12-23T22,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,190,megawatthours
2024-12-23T22,SEC,Seminole Electric Cooperative,NG,Net generation,1764,megawatthours
2024-12-23T22,SEC,Seminole Electric Cooperative,TI,Total interchange,1538,megawatthours
2024-12-23T22,SEPA,Southeastern Power Administration,NG,Net generation,37,megawatthours
2024-12-23T22,SEPA,Southeastern Power Administration,TI,Total interchange,39,megawatthours
2024-12-23T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,26506,megawatthours
2024-12-23T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,27545,megawatthours
2024-12-23T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation,26240,megawatthours
2024-12-23T22,SPA,Southwestern Power Administration,D,Demand,22,megawatthours
2024-12-23T22,SPA,Southwestern Power Administration,DF,Day-ahead demand forecast,43,megawatthours
2024-12-23T22,SPA,Southwestern Power Administration,NG,Net generation,355,megawatthours
2024-12-23T22,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,2909,megawatthours
2024-12-23T22,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,3069,megawatthours
2024-12-23T22,SRP,Salt River Project Agricultural Improvement and Power District,NG,Net generation,5550,megawatthours
2024-12-23T22,SW,Southwest,D,Demand,10157,megawatthours
2024-12-23T22,SW,Southwest,DF,Day-ahead demand forecast,10500,megawatthours
2024-12-23T22,SW,Southwest,NG,Net generation,14342,megawatthours
2024-12-23T22,SW,Southwest,TI,Total interchange,84,megawatthours
2024-12-23T22,SWPP,Southwest Power Pool,D,Demand,31103,megawatthours
2024-12-23T22,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,31877,megawatthours
2024-12-23T22,SWPP,Southwest Power Pool,NG,Net generation,30611,megawatthours
2024-12-23T22,SWPP,Southwest Power Pool,TI,Total interchange,-492,megawatthours
2024-12-23T22,TAL,City of Tallahassee,D,Demand,278,megawatthours
2024-12-23T22,TAL,City of Tallahassee,DF,Day-ahead demand forecast,265,megawatthours
2024-12-23T22,TAL,City of Tallahassee,NG,Net generation,327,megawatthours
2024-12-23T22,TEC,Tampa Electric Company,D,Demand,2262,megawatthours
2024-12-23T22,TEC,Tampa Electric Company,DF,Day-ahead demand forecast,2211,megawatthours
2024-12-23T22,TEC,Tampa Electric Company,NG,Net generation,2216,megawatthours
2024-12-23T22,TEN,Tennessee,D,Demand,17990,megawatthours
2024-12-23T22,TEN,Tennessee,DF,Day-ahead demand forecast,19178,megawatthours
2024-12-23T22,TEN,Tennessee,NG,Net generation,17084,megawatthours
2024-12-23T22,TEPC,Tucson Electric Power,D,Demand,1258,megawatthours
2024-12-23T22,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1236,megawatthours
2024-12-23T22,TEPC,Tucson Electric Power,NG,Net generation,1342,megawatthours
2024-12-23T22,TEPC,Tucson Electric Power,TI,Total interchange,84,megawatthours
2024-12-23T22,TEX,Texas,D,Demand,47721,megawatthours
2024-12-23T22,TEX,Texas,DF,Day-ahead demand forecast,48172,megawatthours
2024-12-23T22,TEX,Texas,NG,Net generation,45261,megawatthours
2024-12-23T22,TIDC,Turlock Irrigation District,D,Demand,275,megawatthours
2024-12-23T22,TIDC,Turlock Irrigation District,DF,Day-ahead demand forecast,292,megawatthours
2024-12-23T22,TIDC,Turlock Irrigation District,NG,Net generation,199,megawatthours
2024-12-23T22,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,600,megawatthours
2024-12-23T22,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,604,megawatthours
2024-12-23T22,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",NG,Net generation,430,megawatthours
2024-12-23T22,TVA,Tennessee Valley Authority,D,Demand,17990,megawatthours
2024-12-23T22,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,19178,megawatthours
2024-12-23T22,TVA,Tennessee Valley Authority,NG,Net generation,17084,megawatthours
2024-12-23T22,US48,United States Lower 48,D,Demand,470963,megawatthours
2024-12-23T22,US48,United States Lower 48,DF,Day-ahead demand forecast,422867,megawatthours
2024-12-23T22,US48,United States Lower 48,NG,Net generation,399254,megawatthours
2024-12-23T22,US48,United States Lower 48,TI,Total interchange,420,megawatthours
2024-12-23T22,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3784,megawatthours
2024-12-23T22,WACM,Western Area Power Administration - Rocky Mountain Region,DF,Day-ahead demand forecast,3237,megawatthours
2024-12-23T22,WACM,Western Area Power Administration - Rocky Mountain Region,NG,Net generation,3887,megawatthours
2024-12-23T22,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,598,megawatthours
2024-12-23T22,WALC,Western Area Power Administration - Desert Southwest Region,DF,Day-ahead demand forecast,772,megawatthours
2024-12-23T22,WALC,Western Area Power Administration - Desert Southwest Region,NG,Net generation,803,megawatthours
2024-12-23T22,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,88,megawatthours
2024-12-23T22,WAUW,Western Area Power Administration - Upper Great Plains West,DF,Day-ahead demand forecast,110,megawatthours
2024-12-23T22,WAUW,Western Area Power Administration - Upper Great Plains West,NG,Net generation,68,megawatthours
2024-12-23T22,WWA,"NaturEner Wind Watch, LLC",NG,Net generation,166,megawatthours
2024-12-23T22,WWA,"NaturEner Wind Watch, LLC",TI,Total interchange,166,megawatthours
2024-12-23T22,YAD,"Alcoa Power Generating, Inc. - Yadkin Division",NG,Net generation,181,megawatthours
2024-12-23T22,YAD,"Alcoa Power Generating, Inc. - Yadkin Division",TI,Total interchange,177,megawatthours
2024-12-23T21,AECI,"Associated Electric Cooperative, Inc.",D,Demand,2455,megawatthours
2024-12-23T21,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2510,megawatthours
2024-12-23T21,AECI,"Associated Electric Cooperative, Inc.",NG,Net generation,2593,megawatthours
2024-12-23T21,AVA,Avista Corporation,D,Demand,1647,megawatthours
2024-12-23T21,AVA,Avista Corporation,DF,Day-ahead demand forecast,1726,megawatthours
2024-12-23T21,AVA,Avista Corporation,NG,Net generation,828,megawatthours
2024-12-23T21,AVRN,"Avangrid Renewables, LLC",NG,Net generation,548,megawatthours
2024-12-23T21,AZPS,Arizona Public Service Company,D,Demand,3247,megawatthours
2024-12-23T21,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,2872,megawatthours
2024-12-23T21,AZPS,Arizona Public Service Company,NG,Net generation,2547,megawatthours
2024-12-23T21,BANC,Balancing Authority of Northern California,D,Demand,1906,megawatthours
2024-12-23T21,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1989,megawatthours
2024-12-23T21,BANC,Balancing Authority of Northern California,NG,Net generation,1130,megawatthours
2024-12-23T21,BANC,Balancing Authority of Northern California,TI,Total interchange,-776,megawatthours
2024-12-23T21,BPAT,Bonneville Power Administration,D,Demand,7273,megawatthours
2024-12-23T21,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,7319,megawatthours
2024-12-23T21,BPAT,Bonneville Power Administration,NG,Net generation,9218,megawatthours
2024-12-23T21,CAL,California,D,Demand,31286,megawatthours
2024-12-23T21,CAL,California,DF,Day-ahead demand forecast,28305,megawatthours
2024-12-23T21,CAL,California,NG,Net generation,24955,megawatthours
2024-12-23T21,CAL,California,TI,Total interchange,-776,megawatthours
2024-12-23T21,CAR,Carolinas,D,Demand,26970,megawatthours
2024-12-23T21,CAR,Carolinas,DF,Day-ahead demand forecast,27838,megawatthours
2024-12-23T21,CAR,Carolinas,NG,Net generation,26376,megawatthours
2024-12-23T21,CAR,Carolinas,TI,Total interchange,173,megawatthours
2024-12-23T21,CENT,Central,D,Demand,31343,megawatthours
2024-12-23T21,CENT,Central,DF,Day-ahead demand forecast,32041,megawatthours
2024-12-23T21,CENT,Central,NG,Net generation,31082,megawatthours
2024-12-23T21,CENT,Central,TI,Total interchange,-603,megawatthours
2024-12-23T21,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,294,megawatthours
2024-12-23T21,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,291,megawatthours
2024-12-23T21,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,795,megawatthours
2024-12-23T21,CISO,California Independent System Operator,D,Demand,26085,megawatthours
2024-12-23T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23099,megawatthours
2024-12-23T21,CISO,California Independent System Operator,NG,Net generation,21306,megawatthours
2024-12-23T21,CPLE,Duke Energy Progress East,D,Demand,7622,megawatthours
2024-12-23T21,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,8143,megawatthours
2024-12-23T21,CPLE,Duke Energy Progress East,NG,Net generation,7978,megawatthours
2024-12-23T21,CPLW,Duke Energy Progress West,D,Demand,609,megawatthours
2024-12-23T21,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,638,megawatthours
2024-12-23T21,CPLW,Duke Energy Progress West,NG,Net generation,535,megawatthours
2024-12-23T21,DEAA,"Arlington Valley, LLC",NG,Net generation,275,megawatthours
2024-12-23T21,DOPD,PUD No. 1 of Douglas County,D,Demand,311,megawatthours
2024-12-23T21,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,284,megawatthours
2024-12-23T21,DOPD,PUD No. 1 of Douglas County,NG,Net generation,377,megawatthours
2024-12-23T21,DOPD,PUD No. 1 of Douglas County,TI,Total interchange,66,megawatthours
2024-12-23T21,DUK,Duke Energy Carolinas,D,Demand,12570,megawatthours
2024-12-23T21,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,12812,megawatthours
2024-12-23T21,DUK,Duke Energy Carolinas,NG,Net generation,12360,megawatthours
2024-12-23T21,EPE,El Paso Electric Company,D,Demand,822,megawatthours
2024-12-23T21,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,815,megawatthours
2024-12-23T21,EPE,El Paso Electric Company,NG,Net generation,468,megawatthours
2024-12-23T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47748,megawatthours
2024-12-23T21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,48193,megawatthours
2024-12-23T21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,45163,megawatthours
2024-12-23T21,FLA,Florida,D,Demand,26510,megawatthours
2024-12-23T21,FLA,Florida,DF,Day-ahead demand forecast,25248,megawatthours
2024-12-23T21,FLA,Florida,NG,Net generation,24938,megawatthours
2024-12-23T21,FLA,Florida,TI,Total interchange,1351,megawatthours
2024-12-23T21,FMPP,Florida Municipal Power Pool,D,Demand,1913,megawatthours
2024-12-23T21,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1966,megawatthours
2024-12-23T21,FMPP,Florida Municipal Power Pool,NG,Net generation,1781,megawatthours
2024-12-23T21,FMPP,Florida Municipal Power Pool,TI,Total interchange,-132,megawatthours
2024-12-23T21,FPC,"Duke Energy Florida, Inc.",D,Demand,5381,megawatthours
2024-12-23T21,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,3941,megawatthours
2024-12-23T21,FPC,"Duke Energy Florida, Inc.",NG,Net generation,4035,megawatthours
2024-12-23T21,FPL,Florida Power & Light Co.,D,Demand,14722,megawatthours
2024-12-23T21,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,15035,megawatthours
2024-12-23T21,FPL,Florida Power & Light Co.,NG,Net generation,13930,megawatthours
2024-12-23T21,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,710,megawatthours
2024-12-23T21,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,739,megawatthours
2024-12-23T21,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,606,megawatthours
2024-12-23T21,GCPD,"Public Utility District No. 2 of Grant County, Washington",TI,Total interchange,-99,megawatthours
2024-12-23T21,GRID,"Gridforce Energy Management, LLC",NG,Net generation,2465,megawatthours
2024-12-23T21,GVL,Gainesville Regional Utilities,D,Demand,205,megawatthours
2024-12-23T21,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,184,megawatthours
2024-12-23T21,GVL,Gainesville Regional Utilities,NG,Net generation,184,megawatthours
2024-12-23T21,GVL,Gainesville Regional Utilities,TI,Total interchange,-20,megawatthours
2024-12-23T21,GWA,"NaturEner Power Watch, LLC",NG,Net generation,159,megawatthours
2024-12-23T21,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,159,megawatthours
2024-12-23T21,HGMA,"New Harquahala Generating Company, LLC",NG,Net generation,492,megawatthours
2024-12-23T21,HST,City of Homestead,D,Demand,66,megawatthours
2024-12-23T21,HST,City of Homestead,DF,Day-ahead demand forecast,70,megawatthours
2024-12-23T21,HST,City of Homestead,NG,Net generation,0,megawatthours
2024-12-23T21,IID,Imperial Irrigation District,D,Demand,275,megawatthours
2024-12-23T21,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,327,megawatthours
2024-12-23T21,IID,Imperial Irrigation District,NG,Net generation,664,megawatthours
2024-12-23T21,IPCO,Idaho Power Company,D,Demand,1925,megawatthours
2024-12-23T21,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,2012,megawatthours
2024-12-23T21,IPCO,Idaho Power Company,NG,Net generation,1345,megawatthours
2024-12-23T21,IPCO,Idaho Power Company,TI,Total interchange,-564,megawatthours
2024-12-23T21,ISNE,ISO New England,D,Demand,17438,megawatthours
2024-12-23T21,ISNE,ISO New England,DF,Day-ahead demand forecast,17690,megawatthours
2024-12-23T21,ISNE,ISO New England,NG,Net generation,13871,megawatthours
2024-12-23T21,JEA,JEA,D,Demand,1493,megawatthours
2024-12-23T21,JEA,JEA,DF,Day-ahead demand forecast,1483,megawatthours
2024-12-23T21,JEA,JEA,NG,Net generation,777,megawatthours
2024-12-23T21,LDWP,Los Angeles Department of Water and Power,D,Demand,2747,megawatthours
2024-12-23T21,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2594,megawatthours
2024-12-23T21,LDWP,Los Angeles Department of Water and Power,NG,Net generation,1633,megawatthours
2024-12-23T21,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,4072,megawatthours
2024-12-23T21,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3952,megawatthours
2024-12-23T21,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Net generation,3659,megawatthours
2024-12-23T21,MIDA,Mid-Atlantic,D,Demand,84962,megawatthours
2024-12-23T21,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,109247,megawatthours
2024-12-23T21,MIDA,Mid-Atlantic,NG,Net generation,104244,megawatthours
2024-12-23T21,MIDW,Midwest,D,Demand,82064,megawatthours
2024-12-23T21,MIDW,Midwest,DF,Day-ahead demand forecast,6462,megawatthours
2024-12-23T21,MIDW,Midwest,NG,Net generation,6252,megawatthours
2024-12-23T21,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75537,megawatthours
2024-12-23T21,NE,New England,D,Demand,17438,megawatthours
2024-12-23T21,NE,New England,DF,Day-ahead demand forecast,17690,megawatthours
2024-12-23T21,NE,New England,NG,Net generation,13871,megawatthours
2024-12-23T21,NEVP,Nevada Power Company,D,Demand,4224,megawatthours
2024-12-23T21,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3370,megawatthours
2024-12-23T21,NEVP,Nevada Power Company,NG,Net generation,3596,megawatthours
2024-12-23T21,NW,Northwest,D,Demand,43550,megawatthours
2024-12-23T21,NW,Northwest,DF,Day-ahead demand forecast,41889,megawatthours
2024-12-23T21,NW,Northwest,NG,Net generation,42349,megawatthours
2024-12-23T21,NW,Northwest,TI,Total interchange,-276,megawatthours
2024-12-23T21,NWMT,NorthWestern Corporation,D,Demand,1431,megawatthours
2024-12-23T21,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1472,megawatthours
2024-12-23T21,NWMT,NorthWestern Corporation,NG,Net generation,2738,megawatthours
2024-12-23T21,NY,New York,D,Demand,21612,megawatthours
2024-12-23T21,NY,New York,DF,Day-ahead demand forecast,20223,megawatthours
