period,respondent,respondent-name,type,type-name,value,value-units
2024-12-23T23,EPE,El Paso Electric Company,D,Demand,833,megawatthours
2024-12-23T23,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,872,megawatthours
2024-12-23T23,EPE,El Paso Electric Company,NG,Net generation,503,megawatthours
2024-12-23T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47897,megawatthours
2024-12-23T23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,47998,megawatthours
2024-12-23T23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,45550,megawatthours
2024-12-23T23,FLA,Florida,D,Demand,27533,megawatthours
2024-12-23T23,FLA,Florida,DF,Day-ahead demand forecast,27068,megawatthours
2024-12-23T23,FLA,Florida,NG,Net generation,26252,megawatthours
2024-12-23T23,FLA,Florida,TI,Total interchange,1368,megawatthours
2024-12-23T23,FMPP,Florida Municipal Power Pool,D,Demand,1999,megawatthours
2024-12-23T23,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,2100,megawatthours
2024-12-23T23,FMPP,Florida Municipal Power Pool,NG,Net generation,1882,megawatthours
2024-12-23T23,FMPP,Florida Municipal Power Pool,TI,Total interchange,-117,megawatthours
2024-12-23T23,FPC,"Duke Energy Florida, Inc.",D,Demand,5812,megawatthours
2024-12-23T23,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,4393,megawatthours
2024-12-23T23,FPC,"Duke Energy Florida, Inc.",NG,Net generation,4538,megawatthours
2024-12-23T23,FPL,Florida Power & Light Co.,D,Demand,14964,megawatthours
2024-12-23T23,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,15734,megawatthours
2024-12-23T23,FPL,Florida Power & Light Co.,NG,Net generation,14216,megawatthours
2024-12-23T23,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,707,megawatthours
2024-12-23T23,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,729,megawatthours
2024-12-23T23,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,578,megawatthours
2024-12-23T23,GCPD,"Public Utility District No. 2 of Grant County, Washington",TI,Total interchange,-124,megawatthours
2024-12-23T23,GRID,"Gridforce Energy Management, LLC",NG,Net generation,2410,megawatthours
2024-12-23T23,GVL,Gainesville Regional Utilities,D,Demand,217,megawatthours
2024-12-23T23,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,200,megawatthours
2024-12-23T23,GVL,Gainesville Regional Utilities,NG,Net generation,192,megawatthours
2024-12-23T23,GVL,Gainesville Regional Utilities,TI,Total interchange,-23,megawatthours
2024-12-23T23,GWA,"NaturEner Power Watch, LLC",NG,Net generation,166,megawatthours
2024-12-23T23,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,166,megawatthours
2024-12-23T23,HGMA,"New Harquahala Generating Company, LLC",NG,Net generation,637,megawatthours
2024-12-23T23,HST,City of Homestead,D,Demand,68,megawatthours
2024-12-23T23,HST,City of Homestead,DF,Day-ahead demand forecast,71,megawatthours
2024-12-23T23,HST,City of Homestead,NG,Net generation,0,megawatthours
2024-12-23T23,IID,Imperial Irrigation District,D,Demand,293,megawatthours
2024-12-23T23,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,352,megawatthours
2024-12-23T23,IID,Imperial Irrigation District,NG,Net generation,641,megawatthours
2024-12-23T23,IPCO,Idaho Power Company,D,Demand,1898,megawatthours
2024-12-23T23,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1968,megawatthours
2024-12-23T23,IPCO,Idaho Power Company,NG,Net generation,1493,megawatthours
2024-12-23T23,IPCO,Idaho Power Company,TI,Total interchange,-389,megawatthours
2024-12-23T23,ISNE,ISO New England,D,Demand,18893,megawatthours
2024-12-23T23,ISNE,ISO New England,DF,Day-ahead demand forecast,19400,megawatthours
2024-12-23T23,ISNE,ISO New England,NG,Net generation,15479,megawatthours
2024-12-23T23,JEA,JEA,D,Demand,1596,megawatthours
2024-12-23T23,JEA,JEA,DF,Day-ahead demand forecast,1694,megawatthours
2024-12-23T23,JEA,JEA,NG,Net generation,1000,megawatthours
2024-12-23T23,LDWP,Los Angeles Department of Water and Power,D,Demand,2878,megawatthours
2024-12-23T23,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2639,megawatthours
2024-12-23T23,LDWP,Los Angeles Department of Water and Power,NG,Net generation,1387,megawatthours
2024-12-23T23,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,4226,megawatthours
2024-12-23T23,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,4126,megawatthours
2024-12-23T23,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Net generation,4180,megawatthours
2024-12-23T23,MIDA,Mid-Atlantic,D,Demand,84962,megawatthours
2024-12-23T23,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,116486,megawatthours
2024-12-23T23,MIDA,Mid-Atlantic,NG,Net generation,113810,megawatthours
2024-12-23T23,MIDW,Midwest,D,Demand,6751,megawatthours
2024-12-23T23,MIDW,Midwest,DF,Day-ahead demand forecast,6779,megawatthours
2024-12-23T23,MIDW,Midwest,NG,Net generation,7319,megawatthours
2024-12-23T23,NE,New England,D,Demand,18893,megawatthours
2024-12-23T23,NE,New England,DF,Day-ahead demand forecast,19400,megawatthours
2024-12-23T23,NE,New England,NG,Net generation,15479,megawatthours
2024-12-23T23,NEVP,Nevada Power Company,D,Demand,4171,megawatthours
2024-12-23T23,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3598,megawatthours
2024-12-23T23,NEVP,Nevada Power Company,NG,Net generation,3932,megawatthours
2024-12-23T23,NW,Northwest,D,Demand,43600,megawatthours
2024-12-23T23,NW,Northwest,DF,Day-ahead demand forecast,41996,megawatthours
2024-12-23T23,NW,Northwest,NG,Net generation,42705,megawatthours
2024-12-23T23,NW,Northwest,TI,Total interchange,77,megawatthours
2024-12-23T23,NWMT,NorthWestern Corporation,D,Demand,1439,megawatthours
2024-12-23T23,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1459,megawatthours
2024-12-23T23,NWMT,NorthWestern Corporation,NG,Net generation,2603,megawatthours
2024-12-23T23,NY,New York,D,Demand,23065,megawatthours
2024-12-23T23,NY,New York,DF,Day-ahead demand forecast,21721,megawatthours
2024-12-23T23,NY,New York,NG,Net generation,18117,megawatthours
2024-12-23T23,NYIS,New York Independent System Operator,D,Demand,23065,megawatthours
2024-12-23T23,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,21721,megawatthours
2024-12-23T23,NYIS,New York Independent System Operator,NG,Net generation,18117,megawatthours
2024-12-23T23,PACE,PacifiCorp East,D,Demand,6174,megawatthours
2024-12-23T23,PACE,PacifiCorp East,DF,Day-ahead demand forecast,6214,megawatthours
2024-12-23T23,PACE,PacifiCorp East,NG,Net generation,6743,megawatthours
2024-12-23T23,PACW,PacifiCorp West,D,Demand,2705,megawatthours
2024-12-23T23,PACW,PacifiCorp West,DF,Day-ahead demand forecast,2756,megawatthours
2024-12-23T23,PACW,PacifiCorp West,NG,Net generation,502,megawatthours
2024-12-23T23,PGE,Portland General Electric Company,D,Demand,3007,megawatthours
2024-12-23T23,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,2870,megawatthours
2024-12-23T23,PGE,Portland General Electric Company,NG,Net generation,1120,megawatthours
2024-12-23T23,PJM,"PJM Interconnection, LLC",D,Demand,84962,megawatthours
2024-12-23T23,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,116486,megawatthours
2024-12-23T23,PJM,"PJM Interconnection, LLC",NG,Net generation,113810,megawatthours
2024-12-23T23,PNM,Public Service Company of New Mexico,D,Demand,1575,megawatthours
2024-12-23T23,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1491,megawatthours
2024-12-23T23,PNM,Public Service Company of New Mexico,NG,Net generation,2687,megawatthours
2024-12-23T23,PSCO,Public Service Company of Colorado,D,Demand,5121,megawatthours
2024-12-23T23,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,5098,megawatthours
2024-12-23T23,PSCO,Public Service Company of Colorado,NG,Net generation,4808,megawatthours
2024-12-23T23,PSEI,"Puget Sound Energy, Inc.",D,Demand,3271,megawatthours
2024-12-23T23,PSEI,"Puget Sound Energy, Inc.",DF,Day-ahead demand forecast,2531,megawatthours
2024-12-23T23,PSEI,"Puget Sound Energy, Inc.",NG,Net generation,1194,megawatthours
2024-12-23T23,SC,South Carolina Public Service Authority,D,Demand,3583,megawatthours
2024-12-23T23,SC,South Carolina Public Service Authority,DF,Day-ahead demand forecast,3667,megawatthours
2024-12-23T23,SC,South Carolina Public Service Authority,NG,Net generation,2720,megawatthours
2024-12-23T23,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,3124,megawatthours
2024-12-23T23,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,3124,megawatthours
2024-12-23T23,SCEG,"Dominion Energy South Carolina, Inc.",NG,Net generation,2945,megawatthours
2024-12-23T23,SCL,Seattle City Light,D,Demand,1202,megawatthours
2024-12-23T23,SCL,Seattle City Light,DF,Day-ahead demand forecast,1323,megawatthours
2024-12-23T23,SCL,Seattle City Light,NG,Net generation,417,megawatthours
2024-12-23T23,SE,Southeast,D,Demand,27712,megawatthours
2024-12-23T23,SE,Southeast,DF,Day-ahead demand forecast,28971,megawatthours
2024-12-23T23,SE,Southeast,NG,Net generation,28733,megawatthours
2024-12-23T23,SE,Southeast,TI,Total interchange,172,megawatthours
2024-12-23T23,SEC,Seminole Electric Cooperative,D,Demand,244,megawatthours
2024-12-23T23,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,211,megawatthours
2024-12-23T23,SEC,Seminole Electric Cooperative,NG,Net generation,1752,megawatthours
2024-12-23T23,SEC,Seminole Electric Cooperative,TI,Total interchange,1508,megawatthours
2024-12-23T23,SEPA,Southeastern Power Administration,NG,Net generation,169,megawatthours
2024-12-23T23,SEPA,Southeastern Power Administration,TI,Total interchange,172,megawatthours
2024-12-23T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,27712,megawatthours
2024-12-23T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,28971,megawatthours
2024-12-23T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation,28564,megawatthours
2024-12-23T23,SPA,Southwestern Power Administration,D,Demand,17,megawatthours
2024-12-23T23,SPA,Southwestern Power Administration,DF,Day-ahead demand forecast,49,megawatthours
2024-12-23T23,SPA,Southwestern Power Administration,NG,Net generation,359,megawatthours
2024-12-23T23,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,3023,megawatthours
2024-12-23T23,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,3115,megawatthours
2024-12-23T23,SRP,Salt River Project Agricultural Improvement and Power District,NG,Net generation,5469,megawatthours
2024-12-23T23,SW,Southwest,D,Demand,10547,megawatthours
2024-12-23T23,SW,Southwest,DF,Day-ahead demand forecast,10952,megawatthours
2024-12-23T23,SW,Southwest,NG,Net generation,14708,megawatthours
2024-12-23T23,SW,Southwest,TI,Total interchange,231,megawatthours
2024-12-23T23,SWPP,Southwest Power Pool,D,Demand,31219,megawatthours
2024-12-23T23,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,32309,megawatthours
2024-12-23T23,SWPP,Southwest Power Pool,NG,Net generation,30470,megawatthours
2024-12-23T23,SWPP,Southwest Power Pool,TI,Total interchange,-749,megawatthours
2024-12-23T23,TAL,City of Tallahassee,D,Demand,292,megawatthours
2024-12-23T23,TAL,City of Tallahassee,DF,Day-ahead demand forecast,283,megawatthours
2024-12-23T23,TAL,City of Tallahassee,NG,Net generation,345,megawatthours
2024-12-23T23,TEC,Tampa Electric Company,D,Demand,2341,megawatthours
2024-12-23T23,TEC,Tampa Electric Company,DF,Day-ahead demand forecast,2382,megawatthours
2024-12-23T23,TEC,Tampa Electric Company,NG,Net generation,2327,megawatthours
2024-12-23T23,TEN,Tennessee,D,Demand,18903,megawatthours
2024-12-23T23,TEN,Tennessee,DF,Day-ahead demand forecast,19670,megawatthours
2024-12-23T23,TEN,Tennessee,NG,Net generation,18345,megawatthours
2024-12-23T23,TEPC,Tucson Electric Power,D,Demand,1342,megawatthours
2024-12-23T23,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1317,megawatthours
2024-12-23T23,TEPC,Tucson Electric Power,NG,Net generation,1573,megawatthours
2024-12-23T23,TEPC,Tucson Electric Power,TI,Total interchange,231,megawatthours
2024-12-23T23,TEX,Texas,D,Demand,47897,megawatthours
2024-12-23T23,TEX,Texas,DF,Day-ahead demand forecast,47998,megawatthours
2024-12-23T23,TEX,Texas,NG,Net generation,45550,megawatthours
2024-12-23T23,TIDC,Turlock Irrigation District,D,Demand,278,megawatthours
2024-12-23T23,TIDC,Turlock Irrigation District,DF,Day-ahead demand forecast,292,megawatthours
2024-12-23T23,TIDC,Turlock Irrigation District,NG,Net generation,208,megawatthours
2024-12-23T23,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,602,megawatthours
2024-12-23T23,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,600,megawatthours
2024-12-23T23,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",NG,Net generation,391,megawatthours
2024-12-23T23,TVA,Tennessee Valley Authority,D,Demand,18903,megawatthours
2024-12-23T23,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,19670,megawatthours
2024-12-23T23,TVA,Tennessee Valley Authority,NG,Net generation,18345,megawatthours
2024-12-23T23,US48,United States Lower 48,D,Demand,402220,megawatthours
2024-12-23T23,US48,United States Lower 48,DF,Day-ahead demand forecast,434092,megawatthours
2024-12-23T23,US48,United States Lower 48,NG,Net generation,416326,megawatthours
2024-12-23T23,US48,United States Lower 48,TI,Total interchange,532,megawatthours
2024-12-23T23,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3780,megawatthours
2024-12-23T23,WACM,Western Area Power Administration - Rocky Mountain Region,DF,Day-ahead demand forecast,3274,megawatthours
2024-12-23T23,WACM,Western Area Power Administration - Rocky Mountain Region,NG,Net generation,3991,megawatthours
2024-12-23T23,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,593,megawatthours
2024-12-23T23,WALC,Western Area Power Administration - Desert Southwest Region,DF,Day-ahead demand forecast,809,megawatthours
2024-12-23T23,WALC,Western Area Power Administration - Desert Southwest Region,NG,Net generation,830,megawatthours
2024-12-23T23,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,88,megawatthours
2024-12-23T23,WAUW,Western Area Power Administration - Upper Great Plains West,DF,Day-ahead demand forecast,111,megawatthours
2024-12-23T23,WAUW,Western Area Power Administration - Upper Great Plains West,NG,Net generation,68,megawatthours
2024-12-23T23,WWA,"NaturEner Wind Watch, LLC",NG,Net generation,165,megawatthours
2024-12-23T23,WWA,"NaturEner Wind Watch, LLC",TI,Total interchange,165,megawatthours
2024-12-23T23,YAD,"Alcoa Power Generating, Inc. - Yadkin Division",NG,Net generation,178,megawatthours
2024-12-23T23,YAD,"Alcoa Power Generating, Inc. - Yadkin Division",TI,Total interchange,172,megawatthours
2024-12-23T22,AECI,"Associated Electric Cooperative, Inc.",D,Demand,2467,megawatthours
2024-12-23T22,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2528,megawatthours
2024-12-23T22,AECI,"Associated Electric Cooperative, Inc.",NG,Net generation,2692,megawatthours
2024-12-23T22,AVA,Avista Corporation,D,Demand,1618,megawatthours
2024-12-23T22,AVA,Avista Corporation,DF,Day-ahead demand forecast,1711,megawatthours
2024-12-23T22,AVA,Avista Corporation,NG,Net generation,794,megawatthours
2024-12-23T22,AVRN,"Avangrid Renewables, LLC",NG,Net generation,528,megawatthours
2024-12-23T22,AZPS,Arizona Public Service Company,D,Demand,3060,megawatthours
2024-12-23T22,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,3166,megawatthours
2024-12-23T22,AZPS,Arizona Public Service Company,NG,Net generation,2631,megawatthours
2024-12-23T22,BANC,Balancing Authority of Northern California,D,Demand,1868,megawatthours
2024-12-23T22,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1975,megawatthours
2024-12-23T22,BANC,Balancing Authority of Northern California,NG,Net generation,1090,megawatthours
2024-12-23T22,BANC,Balancing Authority of Northern California,TI,Total interchange,-778,megawatthours
2024-12-23T22,BPAT,Bonneville Power Administration,D,Demand,7240,megawatthours
2024-12-23T22,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,7270,megawatthours
2024-12-23T22,BPAT,Bonneville Power Administration,NG,Net generation,9026,megawatthours
2024-12-23T22,CAL,California,D,Demand,30993,megawatthours
2024-12-23T22,CAL,California,DF,Day-ahead demand forecast,28706,megawatthours
2024-12-23T22,CAL,California,NG,Net generation,25071,megawatthours
2024-12-23T22,CAL,California,TI,Total interchange,-778,megawatthours
2024-12-23T22,CAR,Carolinas,D,Demand,28084,megawatthours
2024-12-23T22,CAR,Carolinas,DF,Day-ahead demand forecast,28964,megawatthours
2024-12-23T22,CAR,Carolinas,NG,Net generation,27089,megawatthours
2024-12-23T22,CAR,Carolinas,TI,Total interchange,177,megawatthours
2024-12-23T22,CENT,Central,D,Demand,31125,megawatthours
2024-12-23T22,CENT,Central,DF,Day-ahead demand forecast,31920,megawatthours
2024-12-23T22,CENT,Central,NG,Net generation,30966,megawatthours
2024-12-23T22,CENT,Central,TI,Total interchange,-492,megawatthours
2024-12-23T22,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,294,megawatthours
2024-12-23T22,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,284,megawatthours
2024-12-23T22,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,841,megawatthours
2024-12-23T22,CISO,California Independent System Operator,D,Demand,25749,megawatthours
2024-12-23T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23481,megawatthours
2024-12-23T22,CISO,California Independent System Operator,NG,Net generation,21596,megawatthours
2024-12-23T22,CPLE,Duke Energy Progress East,D,Demand,8103,megawatthours
2024-12-23T22,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,8616,megawatthours
2024-12-23T22,CPLE,Duke Energy Progress East,NG,Net generation,8285,megawatthours
2024-12-23T22,CPLW,Duke Energy Progress West,D,Demand,637,megawatthours
2024-12-23T22,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,673,megawatthours
2024-12-23T22,CPLW,Duke Energy Progress West,NG,Net generation,535,megawatthours
2024-12-23T22,DEAA,"Arlington Valley, LLC",NG,Net generation,275,megawatthours
2024-12-23T22,DOPD,PUD No. 1 of Douglas County,D,Demand,303,megawatthours
2024-12-23T22,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,280,megawatthours
2024-12-23T22,DOPD,PUD No. 1 of Douglas County,NG,Net generation,508,megawatthours
2024-12-23T22,DOPD,PUD No. 1 of Douglas County,TI,Total interchange,205,megawatthours
2024-12-23T22,DUK,Duke Energy Carolinas,D,Demand,12991,megawatthours
2024-12-23T22,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,13280,megawatthours
2024-12-23T22,DUK,Duke Energy Carolinas,NG,Net generation,12926,megawatthours
2024-12-23T22,EPE,El Paso Electric Company,D,Demand,810,megawatthours
2024-12-23T22,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,838,megawatthours
2024-12-23T22,EPE,El Paso Electric Company,NG,Net generation,481,megawatthours
2024-12-23T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47721,megawatthours
2024-12-23T22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,48172,megawatthours
2024-12-23T22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,45261,megawatthours
2024-12-23T22,FLA,Florida,D,Demand,26809,megawatthours
2024-12-23T22,FLA,Florida,DF,Day-ahead demand forecast,25678,megawatthours
2024-12-23T22,FLA,Florida,NG,Net generation,25151,megawatthours
2024-12-23T22,FLA,Florida,TI,Total interchange,1380,megawatthours
2024-12-23T22,FMPP,Florida Municipal Power Pool,D,Demand,1944,megawatthours
2024-12-23T22,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1992,megawatthours
2024-12-23T22,FMPP,Florida Municipal Power Pool,NG,Net generation,1808,megawatthours
2024-12-23T22,FMPP,Florida Municipal Power Pool,TI,Total interchange,-136,megawatthours
2024-12-23T22,FPC,"Duke Energy Florida, Inc.",D,Demand,5521,megawatthours
2024-12-23T22,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,4142,megawatthours
2024-12-23T22,FPC,"Duke Energy Florida, Inc.",NG,Net generation,4117,megawatthours
2024-12-23T22,FPL,Florida Power & Light Co.,D,Demand,14777,megawatthours
2024-12-23T22,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,15065,megawatthours
2024-12-23T22,FPL,Florida Power & Light Co.,NG,Net generation,13881,megawatthours
2024-12-23T22,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,709,megawatthours
2024-12-23T22,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,729,megawatthours
2024-12-23T22,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,603,megawatthours
2024-12-23T22,GCPD,"Public Utility District No. 2 of Grant County, Washington",TI,Total interchange,-104,megawatthours
2024-12-23T22,GRID,"Gridforce Energy Management, LLC",NG,Net generation,2451,megawatthours
2024-12-23T22,GVL,Gainesville Regional Utilities,D,Demand,208,megawatthours
2024-12-23T22,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,186,megawatthours
2024-12-23T22,GVL,Gainesville Regional Utilities,NG,Net generation,185,megawatthours
2024-12-23T22,GVL,Gainesville Regional Utilities,TI,Total interchange,-22,megawatthours
2024-12-23T22,GWA,"NaturEner Power Watch, LLC",NG,Net generation,159,megawatthours
2024-12-23T22,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,159,megawatthours
2024-12-23T22,HGMA,"New Harquahala Generating Company, LLC",NG,Net generation,498,megawatthours
2024-12-23T22,HST,City of Homestead,D,Demand,67,megawatthours
2024-12-23T22,HST,City of Homestead,DF,Day-ahead demand forecast,71,megawatthours
2024-12-23T22,HST,City of Homestead,NG,Net generation,0,megawatthours
2024-12-23T22,IID,Imperial Irrigation District,D,Demand,275,megawatthours
2024-12-23T22,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,338,megawatthours
2024-12-23T22,IID,Imperial Irrigation District,NG,Net generation,670,megawatthours
2024-12-23T22,IPCO,Idaho Power Company,D,Demand,1903,megawatthours
2024-12-23T22,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1987,megawatthours
2024-12-23T22,IPCO,Idaho Power Company,NG,Net generation,1471,megawatthours
2024-12-23T22,IPCO,Idaho Power Company,TI,Total interchange,-416,megawatthours
2024-12-23T22,ISNE,ISO New England,D,Demand,18425,megawatthours
2024-12-23T22,ISNE,ISO New England,DF,Day-ahead demand forecast,18510,megawatthours
2024-12-23T22,ISNE,ISO New England,NG,Net generation,15103,megawatthours
2024-12-23T22,JEA,JEA,D,Demand,1526,megawatthours
2024-12-23T22,JEA,JEA,DF,Day-ahead demand forecast,1556,megawatthours
2024-12-23T22,JEA,JEA,NG,Net generation,853,megawatthours
2024-12-23T22,LDWP,Los Angeles Department of Water and Power,D,Demand,2826,megawatthours
2024-12-23T22,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2620,megawatthours
2024-12-23T22,LDWP,Los Angeles Department of Water and Power,NG,Net generation,1516,megawatthours
2024-12-23T22,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,4007,megawatthours
2024-12-23T22,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,3942,megawatthours
2024-12-23T22,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Net generation,3731,megawatthours
2024-12-23T22,MIDA,Mid-Atlantic,D,Demand,84962,megawatthours
2024-12-23T22,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,114413,megawatthours
2024-12-23T22,MIDA,Mid-Atlantic,NG,Net generation,107006,megawatthours
2024-12-23T22,MIDW,Midwest,D,Demand,82011,megawatthours
2024-12-23T22,MIDW,Midwest,DF,Day-ahead demand forecast,6470,megawatthours
2024-12-23T22,MIDW,Midwest,NG,Net generation,6423,megawatthours
2024-12-23T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,75537,megawatthours
2024-12-23T22,NE,New England,D,Demand,18425,megawatthours
2024-12-23T22,NE,New England,DF,Day-ahead demand forecast,18510,megawatthours
2024-12-23T22,NE,New England,NG,Net generation,15103,megawatthours
2024-12-23T22,NEVP,Nevada Power Company,D,Demand,4410,megawatthours
2024-12-23T22,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3447,megawatthours
2024-12-23T22,NEVP,Nevada Power Company,NG,Net generation,4282,megawatthours
2024-12-23T22,NW,Northwest,D,Demand,43717,megawatthours
2024-12-23T22,NW,Northwest,DF,Day-ahead demand forecast,41815,megawatthours
2024-12-23T22,NW,Northwest,NG,Net generation,42633,megawatthours
2024-12-23T22,NW,Northwest,TI,Total interchange,10,megawatthours
2024-12-23T22,NWMT,NorthWestern Corporation,D,Demand,1432,megawatthours
2024-12-23T22,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1462,megawatthours
2024-12-23T22,NWMT,NorthWestern Corporation,NG,Net generation,2746,megawatthours
2024-12-23T22,NY,New York,D,Demand,22463,megawatthours
2024-12-23T22,NY,New York,DF,Day-ahead demand forecast,20996,megawatthours
2024-12-23T22,NY,New York,NG,Net generation,16848,megawatthours
2024-12-23T22,NYIS,New York Independent System Operator,D,Demand,22463,megawatthours
2024-12-23T22,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,20996,megawatthours
2024-12-23T22,NYIS,New York Independent System Operator,NG,Net generation,16848,megawatthours
2024-12-23T22,PACE,PacifiCorp East,D,Demand,6265,megawatthours
2024-12-23T22,PACE,PacifiCorp East,DF,Day-ahead demand forecast,6199,megawatthours
2024-12-23T22,PACE,PacifiCorp East,NG,Net generation,6709,megawatthours
2024-12-23T22,PACW,PacifiCorp West,D,Demand,2701,megawatthours
2024-12-23T22,PACW,PacifiCorp West,DF,Day-ahead demand forecast,2790,megawatthours
2024-12-23T22,PACW,PacifiCorp West,NG,Net generation,464,megawatthours
2024-12-23T22,PGE,Portland General Electric Company,D,Demand,2966,megawatthours
2024-12-23T22,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,2862,megawatthours
2024-12-23T22,PGE,Portland General Electric Company,NG,Net generation,1006,megawatthours
2024-12-23T22,PJM,"PJM Interconnection, LLC",D,Demand,84962,megawatthours
2024-12-23T22,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,114413,megawatthours
2024-12-23T22,PJM,"PJM Interconnection, LLC",NG,Net generation,107006,megawatthours
2024-12-23T22,PNM,Public Service Company of New Mexico,D,Demand,1522,megawatthours
2024-12-23T22,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1419,megawatthours
2024-12-23T22,PNM,Public Service Company of New Mexico,NG,Net generation,2762,megawatthours
2024-12-23T22,PSCO,Public Service Company of Colorado,D,Demand,4952,megawatthours
